"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,5000,4795,4962.5,5195,5500,5400,5200,5375,5095,5000,5000,5000,4875,4850,5000,5200,5400,5487.5,5300,5650,5600,5175,5000,5200,5650,5700,5600,5450,5350,5000,5300,5150,5500,5500,5350,5500,5375,5375,5000,5175,5000,5095.5,5075,4947.5,4847.5,4800,4800,4897.5,5000,5150,5000,5000,4947.5,4900,4847.5,4800,4895,5000,4800,5000,5000,4947.5,5000,5000,4806,4812,4950,4823,4997.5,4847.5,4800,4945,4895,5175,5125,5300,5000,4800,4800,4800,4743.5,4800,4895,4800,4847.5,4800,4847.5,4997.5,5000,5000,4900,4800
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,3195,3172.5,3087.5,3000,2950,3000,3150,3100,3000,2972.5,2972.5,3025,3025,2900,3200,3200,3200,3600,3600,3400,3400,3599.5,3400,3400,3400,3200,3200,3200,3400,3400,3200,3050,2995,2997.5,3000,3095,3195,3095,3495,3600,3600,3300,3200,3097.5,3100,3100,3147.5,3195,3195,3195,3400,3450,3547.5,3300,3200,3300,3200,3400,3250,3300,3200,3300,3500,3600,3755,3600,3460,3395,3030,3060,3197.5,3200,3200,3600,3600,3650,3800,3695,3400,3200,3200,2950,3200,3450,3540,3540,3695,3800,3800,3995,3600,3600
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,2100,2025,2000,2115,2275,2375,2250,2300,2497.5,2300,2225,2100,2200,2347.5,2300,2372.5,2350,2300,2200,2200,2200,2300,2300,2290,2250,2200,2250,2300,2300,2300,2397.5,2400,2300,2400,2397.5,2350,2300,2300,2350,2350,2375,2400,2400,2400,2400,2350,2300,2350,2275,2298,2200,2250,2295,2400,2300,2300,2200,2150,2300,2197.5,1999.5,2175,2095,2162.5,2100,2200,2200,2200,2200,2250,2300,2400,2400,2400,2300,2300,2289.5,2287.5,2300,2280,2250,2195,2195,2150,2200,2250,2200,2200,2225,2250,2250,2300,2250,2200,2200
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3400,3825,3875,3800,3995,3997.5,3800,3625,3600,3650,3300,3300,3300,3300,3300,3735,4097.5,3995,3975,3620,3600,3377,3300,3600,3895,3695,3600,3900,3995,3995,3995,3900,3900
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",5,,,,,,,1300,1300,1350,1350,1325,1312.5,1350,1350,1350,1337.5,1350,1300,1350,1350,1362.5,1395,1400,1397.5,1475,1450,1450,1495,1475,1485,1500,1512.5,1500,1500,1500,1495,1450,1450,1450,1472,1500,1500,1585,1550,1525,1525,1550,1525,1525,1525,1547.5,1550,1550,1532.5,1525,1550,1600,1595,1550,1517,1525,1525,1537.5,1550,1595,1595,1600,1550,1525,1500,1475,1450,1450,1460,1485,1500,1535,1545,1550,1500,1550,1560,1550,1550,1520,1550,1565,1644,1600,1650,1600,1600,1600,1600,1575,1595,1575,1595,1595,1599.5,1600,1600,1600,1605,1625
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1700,1700,1575,1500,1500,1500,1495,1500,1500,1675,1650,1625,1550,1600,1600,1675,1650,1650,1650,1651.5,1625,1600,1650,1750,1672.5,1600,1650,1630,1625,1600,1597.5,1625,1687.5,1595,1600,1625,1650,1612.5,1582.5,1570,1550,1600,1600,1550,1649.5,1650,1599.5,1650,1695,1675,1675,1600,1600,1600,1599,1600,1637.5,1600,1650,1695,1657.5,1600,1600,1600,1630,1650,1650,1650,1625,1650,1680,1657.5,1697.5,1697.5
"60618","Chicago","IL","Chicago-Naperville-Elgin","Cook County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,2995,2800,2800,2700,2700,2600,2912.5,3000,3350,2995,2900,2795,2800,2900,2600,2600,2600,2600,2600,2800,2950,3200,3200,2995,2750,2600
"28269","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1575,1629,1649.5,1625,1595,1650,1650,1650,1650,1650,1625,1642.5,1655,1680,1695,1695,1650,1650,1650,1685,1650,1595,1625,1635,1680,1695,1695,1695,1705,1695,1695,1657
"30349","Riverdale","GA","Atlanta-Sandy Springs-Roswell","Clayton County",9,,,,,,1200,1257.5,1260,1225,1187.5,1245,1200,1200,1200,1200,1200,1200,1162.5,1200,1200,1150,1100,1125,1125,1150,1185,1200,1200,1195,1200,1200,1200,1200,1200,1200,1200,1175,1185,1197.5,1195,1200,1200,1150,1152.5,1195,1190,1195,1245,1200,1200,1200,1225,1250,1250,1235,1250,1250,1250,1220,1220,1250,1250,1275,1297.5,1250,1300,1235,1295,1295,1295,1297,1325,1299,1400,1450,1425,1497.5,1495,1450,1355,1325,1345,1350,1395,1445,1450,1400,1445,1400,1400,1395,1397.5,1385,1472.5,1473.5,1495,1495,1526,1497.5,1462,1502.5,1577,1565,1650,1595
"79912","El Paso","TX","El Paso","El Paso County",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1600,1625,1625,1562.5,1600,1695,1600,1650,1612.5,1650,1685,1725,1750,1695,1700,1700,1800,1700,1695,1575,1587.5,1600,1647.5,1600,1712.5,1967.5,1800,1715,1800
"94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550,2495,2395,2395,2500,2500,2450,2462.5,2500,2400,2422.5,2525,2645,2595,2500,2500,2500,2450,2650,2750,2750,2597.5,2599,2695
"77433","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1800,1850,1772.5,1797.5,1750,1900,1825,1850,1750,1797.5,1987.5,1819,1895,1819,1800,1800,1800,1800,1849,1925,1900,2000,1800,2100,2025,1850,2025,1995,1875,1850,1875,1900,1899.5,1850,1900,1862.5,1900,1925,1950,1995,2000,2000,2099.5,1950,1900,1950,1925,1900,1900,1950,1950,1900,1900,1890,1900,1950,1900,1900,1937.5,1900,2000
"73099","Yukon","OK","Oklahoma City","Canadian County",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1495,1450,1465,1475,1425,1445,1445,1495,1445,1500,1545
"11206","New York","NY","New York-Newark-Jersey City","Kings County",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800,3881,3833,3750,3650,3750,3549.5,3600,3600,3600,3547.5,3399,3400,3450,3900,3800,3600,3939.5,3999.5,3800,3800,3800,3847.5,3749.5,3800,3800,3799,3895,3800,3800,3800,3800,3800,3909,3990,4070,4000,3857.5,4099,3600,3895,3999,4125,4095,3750,4200,3995,3900,3845,3800,3849.5,3850,3800,3795,3749.5,3500,3797,3797,3800,3750,3899.5,4000,3799.5,3700,3799,3749,3200,3300,3620,3800,3920,4000,4000,3900,3800,3950
"77429","Cypress","TX","Houston-The Woodlands-Sugar Land","Harris County",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1672.5,1750,1797.5,1800,1810,1950,1995,1985,1899.5,1847.5,1822,1825,1799,1799,1899,1850,1897.5,1895,1987.5,1800,1925,1900,1897,1850,1800,1800,1800,1862.5,1950,1750,1900,1824.5,1850,1850,1797.5,1837.5,1850,1812.5,1800,1845,1830,1850,1800,1797.5,1800,1900,1925,1812.5,1865,1897.5,1900,1950,1895,1895,1800,1800,1800,1795,1850,1825,1930,1895,1900,1880,1850,1850,1850
"77479","Sugar Land","TX","Houston-The Woodlands-Sugar Land","Fort Bend County",16,,,,,,,,,,,,,,,,,,,,,,2190,2275,2300,2175,2400,2300,2300,2450,2400,2450,2300,2425,2200,2450,2500,2500,2425,2400,2375,2495,2450,2300,2250,2197.5,2200,2075,2375,2400,2350,2400,2600,2500,2500,2450,2500,2500,2500,2500,2488,2400,2400,2488,2497.5,2500,2425,2350,2450,2500,2475,2300,2250,2200,2200,2272.5,2300,2325,2400,2350,2300,2300,2250,2350,2400,2400,2400,2400,2395,2300,2300,2300,2287.5,2250,2250,2300,2300,2300,2300,2250,2300,2300,2300,2300,2300,2300
"60613","Chicago","IL","Chicago-Naperville-Elgin","Cook County",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700,2997.5,3097.5,3200,3160,2995,2900,2845,2800,2800,2800,2600,2995,3000,3100,3045,3050,3000,2950,3150,3100,2900,2875,3000,3000,2900,3200,3200,3195,3200,3250,3220
"30044","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1575,1545,1600,1577,1600,1600,1599,1535,1597.5,1675,1650,1595,1590,1550,1550,1650,1600,1615,1647.5,1600,1680,1650,1685,1697.5,1750,1650,1607.5,1692.5,1685,1750,1750,1750,1769
"28277","Charlotte","NC","Charlotte-Concord-Gastonia","Mecklenburg County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2100,2130,2195,2159,2137.5,2125,2100,2000,2000,2100,2095,2000,2100,2172.5,2100,2100,2200,2250,2197,2200,2200,2200,2150,2225,2247.5,2250,2250,2245,2290,2295
"30043","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499,1572,1550,1559,1595,1625,1600,1615,1595,1595,1595,1600,1595,1595,1597.5,1675,1650,1650,1700,1701,1600,1600,1625,1637.5,1650,1662.5,1650,1674,1695,1721.5,1740,1720,1705,1750
"78245","San Antonio","TX","San Antonio-New Braunfels","Bexar County",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,1495,1495,1495,1495,1525,1575,1575,1575,1550,1500,1495,1495,1495,1525,1550,1575,1585,1562.5,1562.5,1550,1595,1595,1550,1595,1600,1595,1550,1550,1595,1637.5,1645,1595
"11221","New York","NY","New York-Newark-Jersey City","Kings County",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,3000,3000,3195,3100,3100,3100,3124.5,3100,3149,3200,3185,3199,3100,3000,3100,3200,3200,3200,3200,3250,3350,3399,3425,3450,3348,3300,3266,3200,3297,3297,3400,3400,3400,3400,3400,3400,3480,3250,3300,3399.5,3299,3400,3400,3400,3399,3450,3395,3300,3300,3199,3345,3399,3399,3475,3499,3500,3400,3497.5,3400,3466.5,3350,3225,3160,3049.5,3395,3349.5,3497,3495,3550,3500,3600
"77077","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2395,2750,2600,2775,2500,2500,2500,2490,2395,2650,2600,2650,2700,2800,2750,2712.5,2700,2800,2800,2700,2497.5,2500,2562.5,2624.5,2700,2697.5,2650,2700,2850,2700,2700,2675
"33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,10000,10780,9000,9700,9950,10750,12000,12000,13750,13750,13500,14392.5,12800,12800,11000,12000,11000,12000,12500,12800,12800,12500
"30024","Suwanee","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",25,,,,,,,1595,1600,1650,1595,1600,1595,1600,1600,1500,1572.5,1650,1685,1650,1650,1650,1700,1624.5,1600,1595,1650,1600,1650,1650,1695,1672.5,1600,1650,1680,1700,1774.5,1750,1747.5,1747,1700,1695,1700,1772.5,1825,1800,1794.5,1750,1750,1700,1750,1799,1799.5,1812.5,1800,1812.5,1750,1750,1850,1800,1900,1895,1850,1800,1850,1825,1807.5,1795,1850,1850,1800,1900,1799.5,1850,1850,1850,1893,1900,1943,1900,1896.5,1900,1945,1950,1950,1895,1892.5,1872.5,1950,1900,1900,1900,1950,1895,1895,1900,1950,1950,1950,1950,1950,1994.5,2000,2000,1995,1950
"77379","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1897.5,1850,1897.5,1810,1895,1750,1750,1787.5,1800,1787.5,1800,1770,1750,1750,1837.5,1895,1995,1879,1829.5,1859,1859,1895,1925,1925,1959,1954,1954.5,1950,1997,1862.5,1895,1775,1795,1950,1895,1895,1897.5,1800,1995,1730,1750,1690,1699,1800,1797.5,1795,1899.5,1875,1800,1850,1897.5,1895,1825,1850,1800,1812.5,1800,1800,1875,1837,1872.5,1895,1899,1825,1850,1950,1850,1850,1895,1972.5,1900,1950,1895,1900,1850,1975
